,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Target
0,-1.32239404740266,2.2047639360194924,-0.6773905570513417,0.7828664295375509,-0.7960794943116888,-0.8524490708899114,0.38574083996282016,-0.5278748526392372,0.09378730637140592,-0.06291001019494777,7.0
1,-0.7664499930122795,2.279972015573695,-0.3081537092949966,0.11455764734759923,-0.9564112110053514,-0.9649075377515494,-0.5189477336660577,0.5198270448664104,-0.25625674979226193,-0.19292690858156536,7.0
2,-1.7806688930042855,0.9885595502994526,-0.26063785533921807,-0.3775351440361972,-0.8994076487187337,-0.8449731049932394,0.18550509845911417,-0.40447691486748766,-0.11621176368666512,-0.1128030400047166,7.0
3,-1.6027783554924708,1.4638984087264622,0.45268357939394427,0.636687143015895,-0.8157671948141215,-0.8284567096463524,0.3931769950853709,-0.3424160821242334,-0.13982755685171347,-0.4257518023083265,7.0
4,-1.3448041853358457,0.2780168256520263,0.5197431619446853,0.022479535664097296,-0.8765537146785706,-0.839130181856211,0.04304163267967962,-0.22206321358138356,-0.1618188592548006,-0.09960743350810232,7.0
5,0.512855754761806,1.843625786427582,2.2541786340832926,-0.6583808656023868,-1.0691384405382554,-0.94989460685325,-0.8499490754640762,-0.20545403031735826,-0.18800260205673777,-0.4800277117746933,7.0
6,0.5843288699194855,-0.029166788265866456,0.5757430613685435,0.5542415140642861,-0.9418714164299157,-0.925648105954869,-1.0631456317134207,-0.024133534648777703,-0.21505597170867072,0.19232630620411498,7.0
7,-1.1093147297807926,0.7976789024792079,1.9259520743468523,1.544641177079045,-0.7602960360772191,-0.804697228688099,0.4216718077926178,-0.07040216042786465,0.08701503966013233,0.024190323542247264,7.0
8,-1.3078959068222227,-1.1662038184481958,1.0031074029321225,-0.16065222949407496,-0.8618449691047618,-0.8055841194008397,0.17948604091266407,-0.049277346246088795,0.1514131630340927,0.14238943241771923,7.0
9,-1.7082036166904686,-0.2514930321487618,2.6699326870398385,-0.08863639768018411,-0.9118563321581806,-0.8227194157623657,-0.04142756533096773,-0.014625060667409246,-0.08437587122247353,0.25349705523363675,7.0
10,0.17811120999841207,-1.236714071686541,-0.5305719323475023,0.5359632846091388,-0.8319387258211699,-0.8552508366254626,-0.33421133623583793,-0.03173240194195589,-0.25094027666177104,0.02467974253247388,7.0
11,-0.9733132222293461,-1.737977348163649,-0.5003118867680245,0.25529515882439185,-0.7700895140722559,-0.7755426296657497,0.5501909496867128,-0.06998075383971285,0.13335500918387222,-0.14864085763459473,7.0
12,-1.7139356552025558,3.5760058586390824,-1.736353338317119,1.0816601078576926,-0.6330780991509147,-0.8425718966538805,0.8897703175462176,0.2556128761237985,0.2996704165420902,0.44475714865477417,2.0
13,-1.513093525451507,2.5053182360992303,-0.6294186968376678,0.2900350194883345,-0.7345620557255538,-0.877405568021316,0.17194766852908167,0.43046457678022293,-0.25397752625760733,-0.15446300602276786,2.0
